label,message
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10221]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10221]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10221]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10230]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10230]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10230]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10230]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10230]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10230]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10230]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10230]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10230]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10230]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10231]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10231]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10231]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10231]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10231]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10231]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10231]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10231]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10231]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10231]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10240]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10240]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10240]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10240]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10240]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10240]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10240]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10240]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10240]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10240]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10241]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10241]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10241]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10241]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10241]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10241]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10241]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10241]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10241]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10241]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10250]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10250]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10250]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10250]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10250]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10250]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10250]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10250]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10250]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10250]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10251]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10251]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10251]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10251]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10251]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10251]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10251]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10251]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10251]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10251]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10260]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10260]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10260]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10260]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10260]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10260]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10260]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10260]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10260]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10260]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10261]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10261]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10261]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10261]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10261]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10261]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10261]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10261]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10261]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10261]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10270]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10270]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10270]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10270]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10270]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10270]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10270]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10270]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10270]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10270]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10271]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10271]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10271]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10271]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10271]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10271]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10271]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10271]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10271]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10271]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10280]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10280]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10280]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10280]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10280]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10280]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10280]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10280]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10280]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10280]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10281]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10281]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10281]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10281]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10281]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10281]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10281]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10281]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10281]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10281]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10290]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10290]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10290]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10290]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10290]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10290]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10290]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10290]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10290]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10290]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10291]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10291]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10291]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10291]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10291]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10291]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10291]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10291]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10291]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10291]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10300]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10300]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10300]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10300]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10300]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10300]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10300]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10300]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10300]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10300]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10301]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10301]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10301]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10301]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10301]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10301]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10301]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10301]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10301]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10301]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10310]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10310]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10310]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10310]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10310]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10310]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10310]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10310]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10310]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10310]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10311]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10311]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10311]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10311]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10311]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10311]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10311]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10311]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10311]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10311]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10320]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10320]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10320]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10320]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10320]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10320]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10320]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10320]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10320]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10320]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10321]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10321]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10321]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10321]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10321]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10321]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10321]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10321]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10321]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10321]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10330]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10330]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10330]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10330]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10330]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10330]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10330]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10330]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10330]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10330]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10331]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10331]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10331]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10331]
spam,Cyber Crime Notice: Your mobile number is flagged for illegal activities. Pay fine Rs 5000 at http://police-challan-pay.tech to avoid arrest warrant. [Ref ID: 10331]
spam,"Dear User, customer support refund of Rs 4999 is approved. Pay processing fee of Rs 199 at http://refund-support-portal.site to receive funds. [Ref ID: 10331]"
spam,"URGENT: Income tax refund Rs 14,200 pending. Update bank details & pay service tax Rs 850 at http://incometax-refund-gov.in.net [Ref ID: 10331]"
spam,Work from home job offer! Earn Rs 5000 daily by processing simple UPI payments. Register at http://easy-money-pay.top [Ref ID: 10331]
spam,Electricity bill update: Previous payment failed. Pay Rs 3420 within 30 minutes to prevent line cut. Link: http://bill-pay-fast.online [Ref ID: 10331]
spam,"Bank Security Alert: Unauthorized transaction of Rs 45,000 detected. Click http://secure-bank-cancel.online immediately to reverse payment. [Ref ID: 10331]"
ham,Your electricity bill of Rs 1450 for A/C 400192839 is due on 25-Aug. Pay via official app. [Ref ID: 10340]
ham,"Hi Priya, sending you my share for dinner yesterday via UPI. Thanks! [Ref ID: 10340]"
ham,Your order #89211 from Amazon has been dispatched. Track your delivery on amazon.in [Ref ID: 10340]
ham,"Dear customer, your monthly SIP of Rs 5000 has been successfully debited. [Ref ID: 10340]"
ham,Recharge of Rs 299 for mobile 9876543210 is successful. Txn ID: 39401827491. [Ref ID: 10340]
ham,Meeting rescheduled to 4 PM today. Let me know if that works. [Ref ID: 10340]
ham,Your OTP for login is 482910. Do not share it with anyone. [Ref ID: 10340]
ham,Payment of Rs 450 received from Amit Sharma via Razorpay. [Ref ID: 10340]
ham,Reminder: Doctor appointment scheduled for tomorrow at 10 AM. [Ref ID: 10340]
ham,Your broadband plan expires in 3 days. Renew at Airtel Thanks App. [Ref ID: 10340]
spam,URGENT: Electricity power line will be disconnected tonight at 9.30pm. Pay overdue bill Rs 8742 immediately at hxxp://elect-pay-bill.top/pay [Ref ID: 10341]
spam,"DEAR CUSTOMER, your account is suspended due to missing KYC. Click http://bank-kyc-update.online to verify immediately or legal action will be taken. [Ref ID: 10341]"
spam,"Congratulations! You won a cash reward of Rs 25,000 from Razorpay Scratch Card. Collect now at http://razorpay-reward-claim.xyz [Ref ID: 10341]"
spam,COURIER ALERT: Parcel #IN-9402 held at customs due to unpaid duty Rs 1499. Pay urgently at http://customs-clearance-pay.com to release parcel. [Ref ID: 10341]
